Symbol,Description
SQNS,SequansCommunicationsSA
SQZ,SqzBiotechnologiesCompany
SR,SpireInc
SR-A,SpireInc[Sr/Pa]
SRC,SpiritRealtyCapitalInc
SRC-A,SpiritRltyCapInc[Src/Pa]
SRE,SempraEnergy
SRE-B,SempraEnergy[Sre/Pb]
SREA,SempraEnergy5.750%Junior
SRG,SeritageGrowthProperties
SRG-A,SeritageGrowthPptys[Srg/Pa]
SRI,StoneridgeInc
SRL,ScullyRoyaltyLtd
SRLP,SpragueResourcesLP
SRT,StartekInc
SRV,TheCushingMLPTotalReturnFund
SSD,SimpsonManufacturingCompany
SSL,SasolLtd
SSTK,ShutterstockInc
ST,SensataTechnologiesHoldingN.V.
STA-C,StagIndlInc[Stag/Pc]
STA-D,IstarInc[Star/Pd]
STA-G,IstarInc[Star/Pg]
STA-I,IstarInc[Star/Pi]
STAG,STIInc
STAR,IstarFinancialInc
STC,StewartInformationServicesCorp
STE,SterisCorp
STG,SunlandsOnlineEducationGroupADR
STI.U,NorthernStarAcquisition[Stic.U]
STI.W,NorthernStarAcquisition[Stic/W]
STIC,NorthernStarAcquisitionClA
STK,ColumbiaSeligmanPremiumTechnology
STL,SterlingBancorp
STL-A,SterlingBancorpD[Stl/Pa]
STLA,StellantisN.V.
STM,StmicroelectronicsN.V.
STN,StantecInc
STNG,ScorpioTankersInc
STON,StonemorPartnersLP
STOR,StoreCapitalCorpstoreCapital
STP.S,StarPeakCorpII[Stpc.U]
STP.T,StarPeakCorpIIWT[Stpc/W]
STP.U,StarPeakEnergyTransition[Stpk.U]
STP.W,StarPeakEnergyTransitionWT[Stpk/W]
STPC,StarPeakCorpIIClA
STPK,StarPeakEnergyTransitionCorpClA
STR.U,SupernovaPartnersAcqCOIII[Stre.U]
STT,StateStreetCorp
STT-D,StateStreetCorp[Stt/Pd]
STT-G,StateStreetCorp[Stt/Pg]
STWD,StarwoodPropertyTrust
STZ,ConstellationBrandsInc
STZ.B,ConstellationBrdClB
SU,SuncorEnergyInc
SUI,SunCommunities
SUM,SummitMaterialsInc
SUN,SunocoLP
SUP,SuperiorIndustriesInternational
SUPV,GrupoSupervielleS.A.
SUZ,SuzanoPapelECelul
SWB.U,SwitchbackIICorpUnit[Swbk.U]
SWB.W,SwitchbackIICorpWT[Swbk/W]
SWBK,SwitchbackIICorporationClA
SWCH,SwitchInc
SWI,SolarwindsCorp
SWK,StanleyBlack&DeckerInc
SWM,Schweitzer-MauduitInternational
SWN,SouthwesternEnergyCompany
SWT,StanleyBlack&DeckerInc
SWX,SouthwestGasCorp
SWZ,SwissHelvetiaFund
SXC,SuncokeEnergyInc
SXI,StandexInternationalCorp
SXT,SensientTechnologiesCorp
SYF,SynchronyFinancial
SYF-A,SynchronyFinancial5.625%PrfPerpetualUSD25
SYK,StrykerCorp
SYX,SystemaxInc
SYY,SyscoCorp
SZC,TheCushingRenaissanceFund
T,AT&TInc
T-A,AT&TInc5%PrfPerpetualUSD251/1000ThIntSe
T-C,AT&TInc4.75%PrfPerpetualUSD251/1000ThInt
TAC,TransaltaCorp
TAC.U,TrepontAcquisitionCorpI[Taca.U]
TAC.W,TrepontAcquisitionCorpWT[Taca/W]
TACA,TrepontAcquisitionCorpIClA
TAK,TakedaPharmaceuticalCOLtd
TAL,TalEducationGroup
TALO,TalosEnergyInc
TAP,MolsonCoorsBrewingCompany
TAP.A,MolsonCoorsBrewingClA
TARO,TaroPharmInds
TBA,ThomaBravoAdvantageClA
TBB,AT&TInc5.350%GlobalNotesDue2066
TBC,AT&TInc5.625%GlobalNotesDue2067
TBI,TrueblueInc
TCI,TranscontinentalRealtyInvestors
TCP,TCPPipelines
TCS,TheContainerStoreGroupInc
TD,TorontoDominionBank
TDA,TelephoneandDataSystemsInc
TDC,TeradataCorp
TDE,TelephoneandDataSystems
TDF,TempletonDragonFund
TDG,TransdigmGroupInc
TDI,TelephoneandDataSystems
TDJ,TelephoneandDataSystemsInc
TDOC,TeladocHealthInc
TDS,TelephoneandDataSystems
TDS-U,Telephone&DataSystems
TDW,TidewaterInc
TDW.A,TidewaterInc[Tdw/Wa]
TDW.B,TidewaterInc[Tdw/Wb]
TDY,TeledyneTechnologiesInc
TEAF,TortoiseEssentialAssetsIncomeTermFund
TECK,TeckResourcesLtd
TEF,TelefonicaS.A.
TEI,TempletonEmergingMarkets
TEL,TeConnectivityLtd
TEN,TennecoAutomotive
TEO,TelecomArgentinaStetFranceTelecomS.A.
TEVA,TevaPharmaceuticalIndustriesLtd
TEX,TerexCorp
TFC,TruistFinancialCorp
TFC-H,TruistFinancialCorp[Tfc/Ph]
TFC-I,TruistFinancialCorp[Tfc/Pi]
TFC-O,TruistFinancialCorp[Tfc/Po]
TFC-R,TruistFinancialCorp[Tfc/Pr]
TFII,TfiInternationalInc
TFSA,TerraIncomeFundVI7.00%NotesDue2026
TFX,TeleflexInc
TG,TredegarCorp
TGH,TextainerGroupHoldings
TGI,TriumphGroup
TGNA,TegnaInc
TGP,TeekayLngPartnersLP
TGP-A,TeekayLngPartnersLP[Tgp/Pa]
TGP-B,TeekayLngPartnersLP[Tgp/Pb]
TGS,TransportadoraDEGasSaOrdB
TGT,TargetCorp
THC,TenetHealthcareCorp
THG,TheHanoverInsuranceGroup
THO,ThorIndustries
THQ,TeklaHealthcareOpportunities
THR,ThermonGroupHoldingsInc
THS,TreehouseFoods
THW,TeklaWorldHealthcareFund
TIMB,TimS.A.ADR
TIN.U,TigaAcquisitionCorpUnit[Tinv.U]
TIN.W,TigaAcquisitionCorpWT[Tinv/W]
TINV,TigaAcquisitionCorpClA
TISI,TeamInc
TIXT,TelusInternational[Cda]IncSubordinateVoting
TJX,TJXCompanies
TK,TeekayShippingCorp
TKC,TurkcellIletisimHizmetleriAs
TKR,TimkenCompany
TLG.U,TlgAcquisitionOneCorp[Tlga.U]
TLG.W,TlgAcquisitionOneCorpWT[Tlga/W]
TLGA,TlgAcquisitionOneCorpClA
TLK,P.T.TelekomunikasiIndonesiaTbk
TLYS,Tilly'sInc
TM,ToyotaMotorCorpLtdOrd
TMA.U,MusicAcquisitionCorp[Tmac.U]
TME,TencentMusicEntertainmentGroupADR
TMHC,TaylorMorrisonHomeCorp
TMO,ThermoFisherScientificInc
TMST,TimkenSteelCorp
TMX,TerminixGlobalHldgsInc
TNC,TennantCompany
TNET,TrinetGroupInc
TNK,TeekayTankersLtd
TNL,Travel+LeisureCO
TNP,TsakosEnergyNavigationLtd
TNP-D,TsakosEnergyNavigation[Tnp/Pd]
TNP-E,TsakosEnergyNavigation[Tnp/Pe]
TNP-F,TsakosEnergyNavigation[Tnp/Pf]
TOL,TollBrothersInc
TOT,TotalfinaelfS.A.
TPB,TurningPointBrands
TPC,TutorPeriniCorp
TPG.U,TpgPaceBeneficialFinCorp[Tpgy.U]
TPG.W,TpgPaceBeneficialFinCorpWT[Tpgy/W]
TPGY,TpgPaceBeneficialFinanceCorpClA
TPH,TriPointeHomesInc
TPL,TexasPacificLandTrust
TPR,TapestryInc
TPVG,TriplepointVentureGrowthBdc
TPVY,TriplepointVentureGrowthBdcCorp5.75%Notes
TPX,Tempur-PedicInternationalInc
TPZ,TortoisePowerandEnergy
TR,TootsieRollIndustries
TRC,TejonRanchCompany
TRC.U,TwinRidgeCapAcquisitionCorp[Trca.U]
TRE.U,TrebiaAcquisitionCorpClA[Treb.U]
TRE.W,TrebiaAcquisitionCorpWT[Treb/W]
TREB,TrebiaAcquisitionCorpClA
TREC,TrecoraResources
TREX,TrexCompany
TRGP,TargaResources
TRI,ThomsonReutersCorp
TRN,TrinityIndustries
TRNO,TerrenoRealtyCorp
TROX,TronoxInc
TRP,TcEnergyCorp
TRQ,TurquoiseHillResourcesLtd
TRT-A,TritonIntlLtd[Trtn/Pa]
TRT-B,TritonIntlLtd[Trtn/Pb]
TRT-C,TritonIntlLtd7.375%[Trtn/Pc]
TRT-D,TritonIntlLtd[Trtn/Pd]
TRTN,TritonInternationalLtd
TRTX,TpgReFinanceTrustInc
TRU,Transunion
TRV,TheTravelersCompaniesInc
TS,TenarisS.A.
TSE,TrinseoS.A.
TSI,TcwStrategic
TSLX,TpgSpecialtyLendingInc
TSM,TaiwanSemiconductorManufacturing
TSN,TysonFoods
TSP.U,TcwSplPurposeAcquisition[Tspq.U]
TSQ,TownsquareMediaLlc
TT,TraneTechnologiesPlc
TTC,ToroCompany
TTI,TetraTechnologies
TTM,TataMotorsLtd
TTP,TortoisePipeline&EnergyFund
TU,TelusCorp
TUFN,TufinSoftwareTechnologiesLtd
TUP,TupperwareCorp
TUYA,TuyaIncADR
TV,GrupoTelevisaS.A.
TVC,TennesseeValleyAuthority
TVE,TennesseeValleyAuthority
TWI,TitanInternational
TWLO,Twilio
TWN,TaiwanFund
TWN.H,TailwindTwoAcquisitionCorp[Twnt.U]
TWN.S,TailwindIntlAcquisitionCorp[Twni.U]
TWN.U,TailwindAcquisitionCorp[Twnd.U]
TWN.W,TailwindAcquisitionCorpWT[Twnd/W]
TWND,TailwindAcquisitionCorpClA
TWO,TwoHarborsInvtCorp
TWO-A,TwoHarborsInvtCorp[Two/Pa]
TWO-B,TwoHarborsInvtCorp[Two/Pb]
TWO-C,TwoHarborsInvtCorp[Two/Pc]
TWO-D,TwoHarborsInvtCorp[Two/Pd]
TWO-E,TwoHarborsInvtCorp[Two/Pe]
TWTR,TwitterInc
TX,TerniumS.A.
TXT,TextronInc
TY,TriContinentalCorp
TY.P,TriContlCorp[Ty/P]
TYG,TortoiseEnergyInfrastructureCorp
TYL,TylerTechnologies
U,UnitySoftwareInc
UA,UnderArmourIncClC
UAA,UnderArmour
UAN,CvrPartnersLP
UBA,UrstadtBiddlePropertiesInc
UBER,UberTechnologiesInc
UBP,UrstadtBiddlePropertiesInc
UBP-H,UrstadtBiddlePptysInc[Ubp/Ph]
UBP-K,UrstadtBiddlePropertiesInc5.875%PrfPerpetu
UBS,UBSGroupAg
UDR,UnitedDominionRealtyTrust
UE,UrbanEdgeProperties
UFI,UnifiInc
UFS,DomtarCorp
UGI,UgiCorp
UGP,UltraparParticipacoesS.A.
UHS,UniversalHealthServices
UHT,UniversalHealthRealtyIncomeTrust
UI,UbiquitiNetworks
UIS,UnisysCorp
UL,UnileverPlc
UMC,UnitedMicroelectronicsCorp
UMH,UmhProperties
UMH-C,UmhPptysInc[Umh/Pc]
UMH-D,UmhPptysInc[Umh/Pd]
UNF,UnifirstCorp
UNFI,UnitedNatFoods
UNH,UnitedhealthGroupInc
UNM,UnumprovidentCorp
UNMA,UnumGroup6.250%Junior
UNP,UnionPacificCorp
UNVR,UnivarInc
UPS,UnitedParcelService
URI,UnitedRentals
USA,LibertyAll-StarEquityFund
USAC,USACompressionPartnersLP
USB,U.S.Bancorp
USB-A,USBancorp[Usb/Pa]
USB-H,USBancorp[Usb/Ph]
USB-M,USBancorp[Usb/Pm]
USB-P,USBancorpDel[Usb/Pp]
USB-Q,U.S.Bancorp
USB-R,U.S.Bancorp
USDP,USDPartnersLP
USFD,USFoodsHolding
USM,UnitedStatesCellularCorp
USNA,UsanaHealthSciencesInc
USPH,U.S.PhysicalTherapy
USX,U.S.XpressEnterprisesIncClA
UTF,Cohen&SteersInfrastructureFund
UTI,UniversalTechnicalInstituteInc
UTL,UnitilCorp
UTZ,UtzBrandsInc
UVE,UniversalInsuranceHoldingsInc
UVV,UniversalCorp
UWM.W,UwmHldgCorpWT
UWMC,UwmHldgCorp
UZA,UnitedStatesCellularCorp
UZB,UnitedStatesCellularCorp
UZC,UnitedStatesCellularCorp
UZD,UnitedStatesCellularCorp6.250%Senior
UZE,UnitedStatesCellularCorp
V,VisaInc
VAC,MarriotVacationsWorldwideCor
VALE,ValeS.A.
VAPO,VapothermInc
VAR,VarianMedicalSystems
VBF,InvescoVanKampenBondFund
VCIF,VerticalCapitalIncomeFundCommonSharesofBE
VCRA,VoceraCommunicationsInc
VCV,InvescoCaliforniaValueMuniIncomeTrust
VEC,VectrusInc
VEDL,VedantaLtd
VEEV,VeevaSystemsInc
VEI,VineEnergyIncClA
VEL,VelocityFinancialInc
VER,VereitInc
VER-F,VereitInc[Ver/Pf]
VET,VermilionEnergyInc
VFC,V.F.Corp
VGA.U,VGAcquisitionCorpUnit[Vgac.U]
VGA.W,VGAcquisitionCorp[Vgac/W]
VGAC,VGAcquisitionCorpClA
VGI,VirtusGlobalMulti-SectorInc
VGI.U,VirginGroupAcquisitionCorpII[Vgii.U]
VGM,InvescoTrustForInvestmentGradeMunicipals
VGR,VectorGroupLtd
VHC,VirnetxHoldingCorp
VHI,ValhiInc
VIAO,ViaOptronicsAgADR
VICI,ViciPropertiesInc
VIPS,VipshopHoldingsLtd
VIST,VistaOil&GasS.A.B.DEC.V.
VIV,TelecomunicacoesDESaoPauloADR
VKQ,InvescoMuniTrust
VLO,ValeroEnergyCorp
VLRS,ControladoraVuelaCompaiaDE
VLT,InvescoHigh
VMC,VulcanMaterialsCompany
VMI,ValmontIndustries
VMO,InvescoMuniOpportunityTrust
VMW,VmwareInc
VNCE,VinceHoldingCorp
VNE,VeoneerInc
VNO,VornadoRealtyTrust
VNO-K,VornadoRltyTR[Vno/Pk]
VNO-L,VornadoRltyTR[Vno/Pl]
VNO-M,VornadoRltyTR[Vno/Pm]
VNO-N,VornadoRealtyTrust
VNT,VontierCorp
VNTR,VenatorMaterialsPlc
VOC,VocEnergyTrust
VOY-B,VOYAFinlInc[Voya/Pb]
VOYA,VOYAFinancialInc
VPC.U,VpcImpactAcqHldgsIIIInc[Vpcc.U]
VPG,VishayPrecisionGroup
VPV,InvescoPennsylvaniaMuni
VRS,VersoCorp
VRT,VertivHoldingsLlc.
VRTV,VeritivCorp
VSH,VishayIntertechnology
VST,VistraEnergyCorp
VST.A,VistraEnergyCorp[Vst/Wa]
VSTO,VistaOutdoorInc
VTA,InvescoDynamicCreditFund
VTN,InvescoTrustNewYorkMuni
VTOL,BristowGroupInc
VTR,VentasInc
VVI,ViadCorp
VVNT,VivintSmartHomeInc
VVR,InvescoSeniorIncomeTrust
VVV,ValvolineInc
VYG.U,VyGlobalGrowthUnit1[Vygg.U]
VYG.W,VyGlobalGrowth[Vygg/W]
VYGG,VyGlobalGrowthClA
VZ,VerizonCommunicationsInc
VZIO,VizioHoldingCorpClA
W,WayfairInc
WAB,WabtecCorp
WAL,WesternAllianceBancorp
WALA,WesternAllianceBancorp
WAR.U,WarriorTechnologiesAcquisitionCO[Warr.U]
WAT,WatersCorp
WBAI,500Wan.comLtd
WBK,WestpacBankingCorp
WBS,WebsterFinancialCorp
WBS-F,WebsterFinancialCorp[Wbs/Pf]
WBT,WelbiltInc
WCC,WescoInternational
WCC-A,WescoInternationalInc
WCN,WasteConnectionsInc
WD,Walker&Dunlop
WDR,Waddell&ReedFinancial
WEA,WesternAssetBondFund
WEC,WisconsinEnergyCorp
WEI,WeidaiLtdADR
WELL,WelltowerInc
WES,WesternMidstreamPartnersLP
WEX,WexInc
WF,WooriFinanceHoldingsCOLtd
WFC,WellsFargo&Company
WFC-A,WellsFargo&Co.
WFC-C,WellsFargo&Co.
WFC-L,WellsFargo&Company[Wfc/Pl]
WFC-N,WellsFargo&Company[Wfc/Pn]
WFC-O,WellsFargo&Company[Wfc/Po]
WFC-P,WellsFargo&Company[Wfc/Pp]
WFC-Q,WellsFargo&Company[Wfc/Pq]
WFC-R,WellsFargo&Company[Wfc/Pr]
WFC-W,WellsFargo&Company[Wfc/Pw]
WFC-X,WellsFargo&Company[Wfc/Px]
WFC-Y,WellsFargo&Company[Wfc/Py]
WFC-Z,WellsFargo&Company[Wfc/Pz]
WFG,WestFraserTimberL
WGO,WinnebagoIndustries
WH,WyndhamHotels&ResortsInc
WHD,CactusIncClA
WHG,WestwoodHoldingsGroupInc
WHR,WhirlpoolCorp
WIA,U.S.TreasuryInflationProtSecsFd
WIT,WiproLtd
WIW,U.STreasuryInflationProtSecsFd2
WK,WorkivaLlc
WLK,WestlakeChemicalCorp
WLKP,WestlakeChemicalPartnersLP
WLL,WhitingPetroleumCorp
WM,WasteManagement
WMB,WilliamsCompanies
WMC,WesternAssetMortgageCapital
WMK,WeisMarkets
WMS,AdvancedDrainageSystemsInc
WMT,Wal-MartStores
WNC,WabashNationalCorp
WNS,WnsLtd
WOR,WorthingtonIndustries
WORK,SlackTechnologiesInc
WOW,WideopenwestInc
WPC,W.P.Carey&COLlc
WPC.S,WarburgPincusCapitalAII[Wpca.U]
WPC.U,WarburgPincusCapitalBI[Wpcb.U]
WPF,FoleyTrasimeneAcquisitionClA
WPF.U,FoleyTrasimeneAcquisitionUnits
WPF.W,FoleyTrasimeneAcquisitionWT
WPG,WashingtonPrimeGroupInc
WPG-H,WashingtonPrimeGroup[Wpg/Ph]
WPG-I,WashingtonPrimeGroup[Wpg/Pi]
WPM,WheatonPreciousMetals
WPP,WppPlcADR
WRB,W.R.BerkleyCorp
WRB-D,BerkleyW.R.Corp[Wrb/Pd]
WRB-E,BerkleyW.R.Corp[Wrb/Pe]
WRB-F,BerkleyW.R.Corp[Wrb/Pf]
WRB-G,BerkleyW.R.Corp[Wrb/Pg]
WRB-H,BerkleyW.R.Corp[Wrb/Ph]
WRE,WashingtonRealEstateInvestment
WRI,WeingartenRealtyInvestors
WRK,WestrockCompany
WSM,Williams-Sonoma
WSO,WatscoInc
WSO.B,WatscoIncClB
WSR,WhitestoneREIT
WST,WestPharmaceuticalServices
WTI,W&TOffshore
WTM,WhiteMountainsInsuranceGroup
WTRG,EssentialUtilitiesInc
WTRU,AquaAmericaInc6.00%TangibleEquityUnits
WTS,WattsWaterTechnologies
WTTR,SelectEnergyServicesInc
WU,WesternUnionCompany
WWE,WorldWrestlingEntertainment
WWW,WolverineWorldWide
WY,WeyerhaeuserCompany
X,UnitedStatesSteelCorp
XEC,CimarexEnergyCompany
XFLT,XaiOctagonFloatingAltIncomeTermTrustCompa
XHR,XeniaHotels&ResortsInc
XIN,XinyuanRealEstateCOLtd
XL,XLFleetCorp
XOM,ExxonMobilCorp
XPEV,XpengIncADR
XPO,XpoLogisticsInc
XPO.U,DpcmCapIncUnit[Xpoa.U]
XPO.W,DpcmCapIncWT[Xpoa/W]
XPOA,DpcmCapitalIncClA
XRX,XeroxCorp
XYF,XFinancial
XYL,XylemInc
Y,AlleghanyCorp
YAC,YucaipaAcquisitionCorpClA
YAC.U,YucaipaAcquisitionCorpUnits
YAC.W,YucaipaAcquisitionCorpWT
YALA,YallaGroupLimitedADR
YELP,YelpInc
YETI,YetiHoldingsInc
YEXT,YextInc
YPF,YpfSociedadAnonima
YRD,YirendaiLtd
YSG,YatsenHoldingLimitedADR
YUM,Yum!Brands
YUMC,YumChinaHoldingsInc
ZBH,ZimmerBiometHoldings
ZEN,ZendeskInc
ZEPP,ZeppHealthCorp
ZIM,ZimIntegratedShippingServicesLtd
ZNH,ChinaSouthernAirlinesCompany
ZTO,ZtoExpressCaymanInc
ZTR,VirtusGlobalDivd&IncomeFund
ZTS,ZoetisIncClA
ZUO,ZuoraInc
ZYME,ZymeworksInc
